review,sentiment
"1st watched 5/17/2002 - 3 out of 10(Dir-Ewald Andre Dupont): Fairly lame account of the Titanic disaster is the first filmed version of this much-heralded event. The replication of the disaster is not bad, but the drama around it is at some times silly, badly acted and way-too soap opera-like. The story is very much the same as the most recent Oscar-winning one except that we are shown how the crew tried to hide the actual disaster that was occurring until almost too late. Good for nostalgia purposes only and to get a feel for what James Cameron was competing against(barely) in his recreation.",0
"I can't believe that anyone would green light this let alone voluntarily star in it. I will never be able to get that 90 mins of my life back.<br /><br />This has to be one of the worst films I have ever seen. Some films are so bad they're good. This has gone so far round again that's somehow it's so bad it's terrible. I was not exactly expecting much, it being a low budget, bandwagon jumping, rehash of a B Movie, but it still came in way under my expectation levels. Even TV movies have higher production values.<br /><br />There were (very) poor special effects, shocking dialogue, terrible acting and a completely unexplained plot. Who cursed her and why, why did the 6 inch snakes turn into 15 foot snakes, has anyone ever heard of highly venomous garter snakes or pythons? 100 passengers? 3,000 snakes? So many promises, none delivered. <br /><br />Some comments would have you believe that this film is worth watching for the last five minutes. It's not even worth a rental. Stay in and watch a low budget TV movie, you'll enjoy it a lot more. <br /><br />Why was this made? Oh yes, to shamelessly cash in on the internet phenomenon that is SOAP. Shame on you Mallachi Brothers, shame on you",0
"Bottom-of-the-barrel stinker is so bad it's beyond funny. The ""plot"" is about an American mercenary, played by Reb Brown (in the film he's called a ""military adviser"" but it's not really clear if he's in the American military or not), helping the army of a Latin-American country fight guerrillas who winds up joining the guerrillas when the government turns on him, imprisons and tortures him. Shannon Tweed is a ""sports equipment saleswoman"" he picks up in a bar who gets caught up in all the intrigue. That description actually makes the movie sound better than it is, because it's really a stinker of almost Biblical proportions. How bad is it? Well, Shannon Tweed turns in the movie's most professional acting job. If that isn't an indication of just what a 12th-rate piece of junk this turkey is, nothing is From mismatched sound effects to a music score that sounds like it's from a 1940s ""Z""-grade horror flick (and may very well be) to the same footage (i.e., armored personnel carriers going down the same jungle trail) reused constantly to some of the most ineptly staged ""action"" scenes in recent memory, this laugh-a-minute sludgefest has to be seen to be disbelieved. Tweed looks bored, Brown looks hung over, and by the time this thing is finished--if you can last that long; I couldn't--you'll know just how they feel.<br /><br />Although there are a lot of explosions and gunfights, this can't be considered an ""action"" picture by any stretch of the imagination. It's boring (there's a scene in the back of a truck where everybody just stares at each other for three or four minutes), repetitive (the same ""rebels"" and ""soldiers"" being killed over and over), illogical (when a group of rebels is caught in an open field by a government helicopter gunship, instead of breaking for cover they just stand there staring up at it), inept (soldiers and rebels falling ""dead"" when no gunshots are heard, a gun battle inside a house where combatants standing against walls are machine-gunned but miraculously the walls escape undamaged) predictable (when the ""Governor"" says to offer a reward for Brown's capture because ""someone"" might turn him in, you know exactly who that ""someone"" will be, and it turns out to be exactly who you thought it was) and just downright stupid (pretty much everything else in the picture). Inept, brainless and stupid beyond belief. Don't waste your time.",0
"Although there are some snippets in this 4-part documentary hinting at the necessity for recreational drug law reform, these are not very well-developed, in contrast to the many snippets from those who feel that the drugs that happen to currently be illegal are a scourge for which the only imaginable solution is incarceration of even those who are guilty even of mere possession of such drugs.<br /><br />Although this program, as a whole, leaves the viewer with the impression that the drug war is largely a futile exercise and a waste of money, and for that it deserves some praise, almost nothing in this documentary addresses the very real problems that total war against those who merely possess illegal drugs obviously causes and contributes to--very real problems that most drug warriors themselves would tell you, if asked, they think the drug war is designed to solve. For example, while many minutes are spent on the surge in violence associated with the rising popularity of crack cocaine in the 80's, at no point does this program even hint that the very laws designed to suppress crack cocaine make it impossible for drug sellers to enforce their contracts and business arrangements in courts of law, forcing them to resort to violence to stay in business. But instead of seeing the laws as an important cause of the violence, the drugs themselves seem to take the brunt of the blame. Inexplicably, alcohol prohibition, the violence that ensued, and the subsequent reversal of prohibition, is totally ignored by this program.<br /><br />This program will help to perpetuate ridiculous stereotypes of drug users, and it is these that are the primary force in driving the very expensive and very problematic drug war. The possibility of incorporating drugs other than alcohol into a happy and successful life is not really touched on. Use of any drug in excess is probably going to cause personal problems, but not all users do their drugs in excess, just like not all alcohol users are alcoholics.<br /><br />If you want a point of view from someone who believes that adults have a moral right not to be incarcerated and have their lives ruined by the criminal justice system just for using drugs that the government, for mostly very arbitrary political reasons rather than reasons based on sound social policy and legitimate science, has decided to totally prohibit, whose users it has decided to not-so-metaphorically wage war against, just forget about it. None of that is in here.<br /><br />On the other hand, this is hardly in the category of anti-drug propaganda. It is mostly an interesting neutrally-presented history of drugs in 20th century United States like marijuana, LSD, heroin, cocaine, MDMA, and Oxycontin. But there is a significant element of various people's points of view with regard to drug laws, and most (but not all) of that is not very thoughtful or well-informed and slanted in favor of the drug warrior mentality, especially with respect to drugs other than marijuana. <br /><br />The criminal justice system, along with its often harsh life-ruining penalties, is obviously not the only answer or the most appropriate answer to every single social problem, but unfortunately there's an epidemic in this nation of an as-yet unnamed disease whose primary symptoms are a lack of imagination with respect to social policy when it comes to certain drugs, a lack of compassion for fellow humans, a prejudice against people who use the drugs that are not governmentally-approved, perhaps a vested interest in the growth of the prison/policing industry, and a horrid apathy with regard to human dignity. It's morally wrong to kidnap or incarcerate people unless you have a very damn good reason for doing so, and the mere possession of an arbitrarily selected group of drugs is clearly not such a reason. This is really the primary issue when it comes to drugs, yet this program ignores it.<br /><br />So, in sum, the parts of this program that neutrally present history without feeding stereotypes of drug users that are at the heart of the drug war mentality are pretty good and interesting and entertaining. But when it comes to presenting a rational non-radical point of view with regard to drug policy, and giving the viewer examples not only of people with drug problems but also the many people who successfully incorporate drugs into happy and successful lives, it's pretty disappointing.",0
"About the baby: Why wasn't big brother assuming he'd be hungry for a bottle or some nourishment or a diaper change? He should have been screaming non-stop after that many hours without care. Definitely stupid to take the baby from a safe place when he didn't need to.<br /><br />And why was the road miraculously clear whenever anyone wanted to drive somewhere? Didn't any uprooted trees fall on the roads and block them?<br /><br />I can't imagine the cops at the roadblock not immediately following after any young person who would crash it, especially when they said it was dangerous to go there.<br /><br />That being said, it was nice to have a movie children could safely watch, for a change.",0
"Basil Rathbone and Nigel Bruce as Sherlock Holmes and Dr. Watson respectively, the second of the Universal series, where it's again established by means of a written prologue that the famed detective is legendary and spans time. This helps to comfortably set things up here in the ""present"" era of the early 1940's.<br /><br />In this offering, Holmes goes through a few different disguises (with Rathbone's very prominent features, is it likely that people really wouldn't recognize his true identity?) as he protects a physicist from the hands of the Nazis as well as from Holmes' greatest nemesis Professor Moriarty (now played by Lionel Atwill). The scientist has developed a bomb sight which will greatly aid in aerial bombardment, and he's promised his plans to the British. But Moriarty wants to get hold of it so he can sell them to the Nazis.<br /><br />A good entry boosted a bit by the participation of the properly villainous Atwill now cast as Moriarty (though George Zucco was no slouch himself in THE ADVENTURES OF SHERLOCK HOLMES). It's always intriguing watching Holmes and his greatest enemy engaging in witty banter together (""the needle to the last, eh, Holmes?"").",1
"Routine suspense yarn about a sociopath (Dillon) who gives his sperm to a clinic of human reproduction and starts to harrass the lives of the woman (Antony) and his husband (Mancuso). Extremely predictable, far-fetched and with undecided tone all the way. Don't lose your time with this one...make a baby instead!",0
"I may be a sentimentalist. But i found this movie truly moving. It was the first movie that reduced me to tears. And it did it more than once!! I recommend it to anyone both gay and str8. Religious or not! Supporting co-star Jackie Bisset stole the show, especially with her one liners. The nude scenes were superbly crafted as well, and all in were good taste. Most shocking was the portrayal of the orientation reversal deprogramming instituted by the Mormon church to the lead character. It shocked me that this still goes on in the world. Nevertheless I enjoyed this movie tremendously. This is definitely the best gay film since Torch Song Trilogy. And much better than the other gay movie offering that year - The Fluffer.",1
"Even though it has one of the standard ""Revenge Price Plots,"" this film is my favorite of Vincent Price's work. Gallico has that quality that is missing in so many horror film characters- likeability. When you watch it, you feel for him, you feel his frustration, the injustices against him, and you cheer him on when he goes for vengeance, even though he frightens you a little with his original fury. As the film goes on, his character becomes tragic. He's committed his murder, but now he must kill to cover that up. And again to cover that one up. And again... your stomach sinks with his soul as it goes down its spiral- like watching a beloved brother turn into a hood. Even if the revenge story is of old, the plot devices themselves are original- Gallico uses his tricks to kill in more and more inventive ways. A shame this one isn't available for home veiwing.",1
"If you are in to bad movies for the entertainment of witnessing bad movies, bad acting, bad production etc..aka Mystery Science Theater 3000 quality....you will love Pacific Inferno. Jim Brown will be forever remembered as one of the greatest football players to ever play the game...as an actor he will forever be remembered as one of the greatest football players to ever play the game... I am not sure who Rolf Bayer was...but I am hoping he was 15 or 16 years old when he directed this, perhaps he may have been the next Spielberg in the making...because if he was a grown man directing this...a 15 or 16 year old could have done better.... The basis or plot for the movie probably had some historical merit and maybe even truthfully accurate...but the actual film may be one of worst movies made in American film history...I kept waiting for Lee Marvin, William Holden or Charles Bronson to pop in to somehow save whatever ""face"" was left of this film. I would have loved to have been at the red carpet, black tie gala for the Hollywood opening when this movie previewed...as this movie had to have many a viewer laughing and cringing under their breath... it is on the dime DVD racks now....look for it for entertainment value...this movie is so bad it is too good to pass up...",0
"Originally aired as an ABC Movie of the Week. This involves two young innocent female college students who are railroaded into a prison camp in a little Southern town. They aren't allowed phone calls and nobody knows they're there. What follows is rape, torture, beatings, humiliation and degradation leading to a very disturbing conclusion.<br /><br />The TV version was (for its time) grim. No nudity and the beatings were pretty tame but the overall feeling of sleaziness wore one down. The unrated version is even worse--there's plentiful nudity, the violence is extreme and, in one particularly disgusting sequence, we see a crying female prisoner forced to strip while a lesbian guard ""uses"" her. YUCK! There's nothing wrong with exploitation films but this one just goes over the brink. You get the feeling that the filmmakers enjoy having these poor women being tortured and degraded--all this is shoved in your face like you're supposed to enjoy it. The needlessly downbeat ending doesn't help.<br /><br />I'm giving it a 3 because the acting is good--but that actually makes the movie harder to watch. A sick, sleazy film. Not recommended.",0
"I loved this show. I used to actually leave the pub ten minutes before closing and run down the road to catch it. I remember Daniel Peacock's sketch about Gandhi in the newsagents as a masterpiece. The set design and lighting were out of this world, creating an atmosphere that you felt you were actually living in. V unusual for a comedy.<br /><br />Unfortunately I have only encountered one other person (apart from the other reviewer here) who ever knew that this programme existed. In fact I have to thank the IMDb for coming into existence and proving to me that I hadn't in fact imagined the whole series in a drunken haze, which I was seriously starting to believe!",1
"This is not an entirely bad movie. The plot (new house built next door seems to be haunted) is not bad, the mood is creepy enough, and the acting is okay. The big problem I had is that, being familiar with Lara Flynn Boyle (from Twin Peaks and other shows), I couldn't get over how different she looks with her apparently new, big lips. I kept staring at them. They look so out of place on her face! They make her look completely different (and not better).<br /><br />Mark-Paul Gosselaar, the actor who plays Kim the architect who designs and pours his heart and soul into the house, does a fine job. And Lara (as Col) is also quite good (but those lips!) as the owner of the house next door. Her husband, Walker (Colin Ferguson) is appropriately wooden. The various characters who live in the house were also fine. I particularly liked Pie (Charlotte Sullivan) and her husband, Buddy (Stephen Amell), the first people to move into the house. The attempt to involve us in the overall neighborhood vibe fails, unfortunately, as the other neighbors are not particularly likable.<br /><br />For some reason the director was unable to make the ""haunted"" house particularly ominous. Other movies (such as Amityville Horror, The Legend of Hell House) manage to achieve that spooky feel, but it just doesn't happen here. The closest is when Col paints a depiction of the house.<br /><br />Another thing that didn't work for me is the plot twist that occurs with Kim, the architect. Initially, he appears to be a victim of the house like the others (it has sucked him dry of inspiration), but later he seems to have joined forces with it in evil.<br /><br />Overall, not a bad movie for horror fans if you can take your eyes off those big lips!",0
"Um .... a serious film about troubled teens in Singapore, a country I have not much knowledge on but have the previous wrong impression that all the kids there are highly disciplined and controlled by their family and government. Well, I guess I am wrong, just like other cities/ countries, they also have their troubled teens who also lead the not so surprising rebellious way of life of drugs, fights, bad language, and .... many other obvious signs of being a bad boy. The surprising part of this film isn't really about how these kids running around causing themselves and others trouble, but rather the subtle gayness hidden behind their so call loyalty between them. The bond between these ""brothers"" may very well originated from an unconscious gay tendency inside these boys. Though it isn't uncommon for str8 guys to have very close friendship with each other, but watch this film closely, it should be entering all sorts of gay film festivals and I would not be surprised that it may win itself a lot more awards toward this direction!",1
"Wow, what an overrated movie this turned out to be! It was supposed to be ""an extremely suspenseful tale of a crazed killer holding a woman hostage and in terror in her home."" Well, I doubt it terrorized audiences in the early '50s and I know it would put today's audiences asleep.<br /><br />""Sends shivers down the spine,"" proclaims the New York Times. No, the only shivers I get is that anyone is left on the planet who believes anything the N.Y. Times prints about anything.<br /><br />Well, it was about a deranged man who held a woman hostage for a short time in her house but the man. ""Howard Wilton"" (Robert Ryan) was actually harmless and friendly. In fact, this was one of the nicest roles Ryan ever played! Yes, ""Wilton"" was nuts but he never harmed the woman and only wanted a friend to trust.<br /><br />The film even turned boring after awhile with very little going on except a lot of yakking. <br /><br />Beware, my reader.....this sucks.",0
"Lovingly crafted and terribly interesting to watch Garfield's gritty, breakthrough performance (introducing a new kind of rebellious acting style that would carry over to the Brandos and Clifts and so on after the war) but all that sisterly affection is a bit suffocating. Priscilla Lane is a bright, engaging performer but the other sisters don't really register (though they're all allowed to be tart and witty) and I just had a hard time buying any of the other male characters besides Garfield. Jeffrey Lynn is a pleasant enough actor, but he lacks the movie star weight to match up with Garfield's hard luck Mickey Borden and that throws the film a bit out of whack. (Imagine a Jimmy Stewart or someone in the part.) Also, I was not convinced that Garfield would make the pivotal (to say the least) final decision that he made. The film needed another half hour of running time to better explain that action; it feels awfully rushed and under-motivated.<br /><br />Still, it's not hard to understand how anybody who grew up with this picture would remember it fondly. It falls short of being a classic, but it does contain a few classic moments. The two gate swinging scenes are pure movie magic.",1
